GEOGRAPHY_CODE,total
E36001405,20
E36001406,0
E36001407,35
E36001408,15
E36001409,15
E36001410,15
E36001411,15
E36001412,45
E36001413,30
E36001414,20
E36001415,10
E36001416,10
E36001417,10
E36001418,10
E36001419,20
E36001420,35
E36001421,25
E36001422,30
E36001423,30
E36001424,20
E36001425,5
E36001426,15
E36001427,10
E36001428,10
E36001429,15
E36001430,25
E36001431,40
E36001432,35
E36001433,10
E36001434,5
E36001435,5
E36001436,20
E36001437,15
E36001438,25
E36001439,10
E36001440,5
E36001441,30
E36001442,35
E36001443,30
E36001444,25
E36001445,10
E36001446,15
E36001447,15
E36001448,30
E36001449,20
E36001450,0
E36001451,15
E36001452,5
E36001453,5
E36001454,15
E36001455,10
E36001456,10
E36001457,20
E36001458,10
E36001459,5
E36001460,15
E36001461,10
E36001462,10
E36001463,5
E36001464,20
E36001465,10
E36001466,25
E36001467,25
E36001468,50
E36001469,20
E36001470,10
E36001471,50
E36001472,20
E36001473,5
E36001474,5
E36001475,15
E36001476,15
E36001477,0
E36001478,10
E36001479,0
E36001480,20
E36001481,20
E36001482,5
E36001483,5
E36001484,5
E36001485,20
E36001486,10
E36001487,25
E36001488,10
E36001489,10
E36001490,10
E36001491,20
E36001492,35
E36001493,30
E36001494,5
E36001495,10
E36001496,20
E36001497,25
E36001498,30
E36001499,30
E36001500,40
E36001501,20
E36001502,10
E36001503,20
E36001504,20
E36001505,15
E36001506,10
E36001507,10
E36001508,15
E36001509,15
E36001510,55
E36001511,15
E36001512,15
E36001513,20
E36001514,5
E36001515,15
E36001516,10
E36001517,5
E36001518,30
E36001519,25
E36001520,5
E36001521,20
E36001522,15
E36001523,0
E36001524,25
E36001525,10
E36001526,20
E36001527,5
E36001528,15
E36001529,10
E36001530,10
E36001531,5
E36001532,15
E36001533,5
E36001534,20
E36001535,5
E36001536,25
E36001537,70
E36001538,20
E36001539,10
E36001540,30
E36001541,10
E36001542,15
E36001543,40
E36001544,25
E36001545,5
E36001546,10
E36001547,10
E36001548,10
E36001549,5
E36001550,25
E36001551,5
E36001552,10
E36001553,35
E36001554,40
E36001555,10
E36001556,15
E36001557,35
E36001558,25
E36001559,20
E36001560,10
E36001561,10
E36001562,5
E36001563,25
E36001564,15
E36001565,5
E36001566,5
E36001567,10
E36001568,20
E36001569,40
E36001570,15
E36001571,0
E36001572,5
E36001573,5
E36001574,15
E36001575,25
E36001576,35
E36001577,10
E36001578,95
E36001579,110
E36001580,20
E36001581,35
E36001582,30
E36001583,20
E36001584,90
E36001585,20
E36001586,110
E36001587,5
E36001588,30
E36001589,35
E36001590,15
E36001591,10
E36001592,45
E36001593,80
E36001594,40
E36001595,5
E36001596,20
E36001597,75
E36001598,5
E36001599,10
E36001600,10
E36001601,20
E36001602,5
E36001603,25
E36001604,35
E36001605,5
E36001606,10
E36001607,45
E36001608,25
E36001609,10
E36001610,30
E36001611,5
E36001612,20
E36001613,35
E36001614,40
E36001615,15
E36001616,15
E36001617,25
E36001618,10
E36001619,10
E36001620,35
E36001621,50
E36001622,25
E36001623,10
E36001624,10
E36001625,30
E36001626,15
E36001627,45
E36001628,25
E36001629,0
E36001630,35
E36001631,30
E36001632,15
E36001633,10
E36001634,15
E36001635,20
E36001636,20
E36001637,0
E36001638,5
E36001639,15
E36001640,15
E36001641,5
E36001642,30
E36001643,5
E36001644,35
E36001645,50
E36001646,5
E36001647,0
E36001648,10
E36001649,5
E36001650,5
E36001651,0
E36001652,20
E36001653,5
E36001654,5
E36001655,15
E36001656,0
E36001657,0
E36001658,55
E36001659,40
E36001660,5
E36001661,0
E36001662,5
E36001663,0
E36001664,25
E36001665,25
E36001666,10
E36001667,5
E36001668,0
E36001669,15
E36001670,0
E36001671,10
E36001672,20
E36001673,15
E36001674,0
E36001675,0
E36001676,0
E36001677,10
E36001678,0
E36001679,10
E36001680,5
E36001681,0
E36001682,0
E36001683,0
E36001684,0
E36001685,10
E36001686,10
E36001687,5
E36001688,5
E36001689,5
E36001690,10
E36001691,25
E36001692,5
E36001693,25
E36001694,15
E36001695,5
E36001696,5
E36001697,5
E36001698,0
E36001699,20
E36001700,15
E36001701,10
E36001702,15
E36001703,5
E36001704,5
E36001705,5
E36001706,0
E36001707,0
E36001708,5
E36001709,5
E36001710,15
E36001711,10
E36001712,0
E36001713,10
E36001714,40
E36001715,10
E36001716,35
E36001717,0
E36001718,30
E36001719,15
E36001720,30
E36001721,15
E36001722,10
E36001723,0
E36001724,0
E36001725,0
E36001726,5
E36001727,0
E36001728,0
E36001729,0
E36001730,5
E36001731,10
E36001732,35
E36001733,60
E36001734,25
E36001735,25
E36001736,10
E36001737,40
E36001738,15
E36001739,10
E36001740,30
E36001741,10
E36001742,40
E36001743,45
E36001744,5
E36001745,20
E36001746,30
E36001747,35
E36001748,50
E36001749,5
E36001750,5
E36001751,20
E36001752,15
E36001753,15
E36001754,55
E36001755,30
E36001756,0
E36001757,10
E36001758,5
E36001759,5
E36001760,0
E36001761,5
E36001762,15
E36001763,20
E36001764,10
E36001765,15
E36001766,10
E36001767,5
E36001768,15
E36001769,20
E36001770,15
E36001771,15
E36001772,10
E36001773,5
E36001774,0
E36001775,5
E36001776,15
E36001777,10
E36001778,20
E36001779,0
E36001780,5
E36001781,15
E36001782,30
E36001783,10
E36001784,15
E36001785,15
E36001786,5
E36001787,40
E36001788,50
E36001789,25
E36001790,25
E36001791,30
E36001792,20
E36001793,30
E36001794,20
E36001795,10
E36001796,10
E36001797,25
E36001798,10
E36001799,40
E36001800,10
E36001801,15
E36001802,10
E36001803,15
E36001804,0
E36001805,5
E36001806,10
E36001807,0
E36001808,5
E36001809,20
E36001810,0
E36001811,40
E36001812,60
E36001813,25
E36001814,0
E36001815,5
E36001816,35
E36001817,10
E36001818,15
E36001819,10
E36001820,15
E36001821,0
E36001822,15
E36001823,20
E36001824,35
E36001825,35
E36001826,10
E36001827,5
E36001828,10
E36001829,20
E36001830,65
E36001831,10
E36001832,5
E36001833,0
E36001834,10
E36001835,15
E36001836,0
E36001837,0
E36001838,20
E36001839,0
E36001840,5
E36001841,15
E36001842,10
E36001843,0
E36001844,5
E36001845,0
E36001846,15
E36001847,30
E36001848,5
E36001849,5
E36001850,10
E36001851,5
E36001852,5
E36001853,0
E36001854,10
E36001855,15
E36001856,0
E36001857,5
E36001858,0
E36001859,0
E36001860,0
E36001861,10
E36001862,10
E36001863,0
E36001864,10
E36001865,15
E36001866,15
E36001867,0
E36001868,10
E36001869,15
E36001870,15
E36001871,0
E36001872,0
E36001873,0
E36001874,10
E36001875,25
E36001876,40
E36001877,10
E36001878,10
E36001879,5
E36001880,0
E36001881,0
E36001882,70
E36001883,70
E36001884,30
E36001885,10
E36001886,10
E36001887,0
E36001888,30
E36001889,75
E36001890,5
E36001891,5
E36001892,0
E36001893,0
E36001894,0
E36001895,30
E36001896,30
E36001897,75
E36001898,25
E36001899,35
E36001900,5
E36001901,85
E36001902,25
E36001903,60
E36001904,30
E36001905,55
E36001906,5
E36001907,15
E36001908,20
E36001909,20
E36001910,45
E36001911,60
E36001912,15
E36001913,0
E36001914,75
E36001915,45
E36001916,20
E36001917,50
E36001918,0
E36001919,30
E36001920,5
E36001921,5
E36001922,15
E36001923,0
E36001924,45
E36001925,55
E36001926,10
E36001927,10
E36001928,45
E36001929,5
E36001930,10
E36001931,5
E36001932,10
E36001933,0
E36001934,20
E36001935,25
E36001936,25
E36001937,25
E36001938,30
E36001939,25
E36001940,0
E36001941,15
E36001942,0
E36001943,50
E36001944,5
E36001945,20
E36001946,5
E36001947,15
E36001948,15
E36001949,0
E36001950,35
E36001951,5
E36001952,20
E36001953,35
E36001954,0
E36001955,5
E36001956,5
E36001957,10
E36001958,5
E36001959,0
E36001960,0
E36001961,0
E36001962,0
E36001963,0
E36001964,0
E36001965,0
E36001966,0
E36001967,15
E36001968,0
E36001969,0
E36001970,0
E36001971,0
E36001972,0
E36001973,0
E36001974,0
E36001975,5
E36001976,15
E36001977,10
E36001978,5
E36001979,20
E36001980,10
E36001981,5
E36001982,0
E36001983,0
E36001984,0
E36001985,5
E36001986,0
E36001987,0
E36001988,5
E36001989,0
E36001990,0
E36001991,0
E36001992,0
E36001993,0
E36001994,0
E36001995,0
E36001996,0
E36001997,0
E36001998,10
E36001999,15
E36002000,0
E36002001,5
E36002002,15
E36002003,5
E36002004,5
E36002005,0
E36002006,0
E36002007,10
E36002008,0
E36002009,5
E36002010,5
E36002011,0
E36002012,0
E36002013,0
E36002014,5
E36002015,0
E36002016,5
E36002017,0
E36002018,0
E36002019,5
E36002020,10
E36002021,5
E36002022,0
E36002023,0
E36002024,0
E36002025,0
E36002026,0
E36002027,5
E36002028,0
E36002029,0
E36002030,60
E36002031,0
E36002032,25
E36002033,15
E36002034,5
E36002035,20
E36002036,20
E36002037,5
E36002038,5
E36002039,15
E36002040,30
E36002041,35
E36002042,50
E36002043,55
E36002044,20
E36002045,70
E36002046,65
E36002047,15
E36002048,20
E36002049,70
E36002050,5
E36002051,10
E36002052,0
E36002053,10
E36002054,25
E36002055,30
E36002056,10
E36002057,15
E36002058,40
E36002059,20
E36002060,60
E36002061,25
E36002062,15
E36002063,20
E36002064,10
E36002065,5
E36002066,20
E36002067,10
E36002068,5
E36002069,30
E36002070,30
E36002071,25
E36002072,15
E36002073,40
E36002074,30
E36002075,30
E36002076,30
E36002077,60
E36002078,25
E36002079,30
E36002080,35
E36002081,15
E36002082,45
E36002083,40
E36002084,60
E36002085,35
E36002086,35
E36002087,90
E36002088,50
E36002089,55
E36002090,10
E36002091,10
E36002092,5
E36002093,20
E36002094,5
E36002095,0
E36002096,0
E36002097,5
E36002098,0
E36002099,0
E36002100,0
E36002101,15
E36002102,0
E36002103,5
E36002104,0
E36002105,5
E36002106,0
E36002107,0
E36002108,0
E36002109,10
E36002110,25
E36002111,30
E36002112,0
E36002113,0
E36002114,0
E36002115,0
E36002116,20
E36002117,20
E36002118,10
E36002119,50
E36002120,55
E36002121,45
E36002122,10
E36002123,35
E36002124,70
E36002125,50
E36002126,50
E36002127,10
E36002128,25
E36002129,40
E36002130,50
E36002131,25
E36002132,35
E36002133,35
E36002134,10
E36002135,40
E36002136,10
E36002137,15
E36002138,35
E36002139,15
E36002140,15
E36002141,0
E36002142,30
E36002143,0
E36002144,10
E36002145,10
E36002146,5
E36002147,0
E36002148,30
E36002149,20
E36002150,25
E36002151,0
E36002152,0
E36002153,30
E36002154,10
E36002155,15
E36002156,10
E36002157,20
E36002158,5
E36002159,0
E36002160,5
E36002161,10
E36002162,35
E36002163,0
E36002164,10
E36002165,15
E36002166,15
E36002167,0
E36002168,0
E36002169,0
E36002170,45
E36002171,30
E36002172,5
E36002173,15
E36002174,5
E36002175,0
E36002176,15
E36002177,15
E36002178,5
E36002179,30
E36002180,25
E36002181,15
E36002182,15
E36002183,25
E36002184,20
E36002185,15
E36002186,0
E36002187,35
E36002188,15
E36002189,25
E36002190,5
E36002191,5
E36002192,20
E36002193,40
E36002194,10
E36002195,10
E36002196,15
E36002197,20
E36002198,5
E36002199,45
E36002200,65
E36002201,5
E36002202,0
E36002203,20
E36002204,45
E36002205,10
E36002206,50
E36002207,15
E36002208,20
E36002209,0
E36002210,20
E36002211,5
E36002212,5
E36002213,15
E36002214,0
E36002215,5
E36002216,10
E36002217,10
E36002218,25
E36002219,25
E36002220,30
E36002221,5
E36002222,35
E36002223,20
E36002224,0
E36002225,5
E36002226,0
E36002227,0
E36002228,10
E36002229,5
E36002230,15
E36002231,0
E36002232,20
E36002233,5
E36002234,5
E36002235,0
E36002236,0
E36002237,0
E36002238,0
E36002239,20
E36002240,20
E36002241,10
E36002242,25
E36002243,15
E36002244,25
E36002245,25
E36002246,5
E36002247,25
E36002248,15
E36002249,35
E36002250,70
E36002251,20
E36002252,5
E36002253,15
E36002254,25
E36002255,20
E36002256,35
E36002257,15
E36002258,5
E36002259,0
E36002260,5
E36002261,20
E36002262,0
E36002263,25
E36002264,5
E36002265,5
E36002266,10
E36002267,0
E36002268,15
E36002269,15
E36002270,35
E36002271,0
E36002272,0
E36002273,0
E36002274,0
E36002275,20
E36002276,5
E36002277,5
E36002278,0
E36002279,25
E36002280,10
E36002281,20
E36002282,0
E36002283,0
E36002284,5
E36002285,5
E36002286,50
E36002287,0
E36002288,10
E36002289,10
E36002290,35
E36002291,15
E36002292,0
E36002293,10
E36002294,35
E36002295,10
E36002296,15
E36002297,0
E36002298,10
E36002299,15
E36002300,5
E36002301,5
E36002302,30
E36002303,0
E36002304,5
E36002305,25
E36002306,5
E36002307,20
E36002308,0
E36002309,5
E36002310,5
E36002311,0
E36002312,10
E36002313,0
E36002314,5
E36002315,10
E36002316,0
E36002317,0
E36002318,15
E36002319,10
E36002320,15
E36002321,10
E36002322,0
E36002323,5
E36002324,5
E36002325,5
E36002326,0
E36002327,0
E36002328,5
E36002329,5
E36002330,0
E36002331,0
E36002332,20
E36002333,15
E36002334,5
E36002335,0
E36002336,0
E36002337,0
E36002338,15
E36002339,20
E36002340,0
E36002341,20
E36002342,15
E36002343,35
E36002344,45
E36002345,15
E36002346,30
E36002347,25
E36002348,15
E36002349,10
E36002350,0
E36002351,10
E36002352,0
E36002353,20
E36002354,15
E36002355,15
E36002356,0
E36002357,0
E36002358,0
E36002359,5
E36002360,10
E36002361,15
E36002362,30
E36002363,5
E36002364,40
E36002365,40
E36002366,40
E36002367,0
E36002368,5
E36002369,0
E36002370,0
E36002371,5
E36002372,10
E36002373,25
E36002374,0
E36002375,5
E36002376,25
E36002377,5
E36002378,5
E36002379,0
E36002380,5
E36002381,30
E36002382,5
E36002383,0
E36002384,5
E36002385,5
E36002386,15
E36002387,0
E36002388,5
E36002389,0
E36002390,0
E36002391,0
E36002392,0
E36002393,10
E36002394,5
E36002395,0
E36002396,0
E36002397,0
E36002398,0
E36002399,10
E36002400,15
E36002401,0
E36002402,0
E36002403,10
E36002404,10
E36002405,10
E36002406,15
E36002407,10
E36002408,10
E36002409,40
E36002410,5
E36002411,5
E36002412,0
E36002413,0
E36002414,20
E36002415,20
E36002416,5
E36002417,20
E36002418,10
E36002419,0
E36002420,0
E36002421,0
E36002422,0
E36002423,10
E36002424,5
E36002425,5
E36002426,0
E36002427,10
E36002428,15
E36002429,5
E36002430,0
E36002431,5
E36002432,5
E36002433,5
E36002434,5
E36002435,0
E36002436,5
E36002437,10
E36002438,5
E36002439,5
E36002440,5
E36002441,15
E36002442,20
E36002443,0
E36002444,10
E36002445,0
E36002446,0
E36002447,10
E36002448,15
E36002449,15
E36002450,5
E36002451,5
E36002452,0
E36002453,10
E36002454,10
E36002455,10
E36002456,0
E36002457,0
E36002458,5
E36002459,10
E36002460,0
E36002461,0
E36002462,5
E36002463,10
E36002464,10
E36002465,0
E36002466,15
E36002467,0
E36002468,0
E36002469,0
E36002470,5
E36002471,5
E36002472,0
E36002473,0
E36002474,0
E36002475,10
E36002476,10
E36002477,10
E36002478,10
E36002479,0
E36002480,15
E36002481,25
E36002482,0
E36002483,5
E36002484,15
E36002485,10
E36002486,5
E36002487,5
E36002488,15
E36002489,15
E36002490,0
E36002491,0
E36002492,0
E36002493,5
E36002494,15
E36002495,0
E36002496,0
E36002497,15
E36002498,0
E36002499,25
E36002500,25
E36002501,10
E36002502,10
E36002503,0
E36002504,0
E36002505,0
E36002506,10
E36002507,10
E36002508,0
E36002509,5
E36002510,0
E36002511,0
E36002512,0
E36002513,0
E36002514,15
E36002515,10
E36002516,10
E36002517,5
E36002518,35
E36002519,60
E36002520,0
E36002521,15
E36002522,20
E36002523,20
E36002524,35
E36002525,10
E36002526,30
E36002527,25
E36002528,15
E36002529,5
E36002530,10
E36002531,20
E36002532,15
E36002533,145
E36002534,100
E36002535,70
E36002536,65
E36002537,60
E36002538,15
E36002539,45
E36002540,70
E36002541,70
E36002542,30
E36002543,80
E36002544,40
E36002545,95
E36002546,100
E36002547,10
E36002548,85
E36002549,75
E36002550,30
E36002551,35
E36002552,45
E36002553,25
E36002554,15
E36002555,70
E36002556,40
E36002557,55
E36002558,10
E36002559,5
E36002560,0
E36002561,30
E36002562,5
E36002563,15
E36002564,20
E36002565,35
E36002566,65
E36002567,50
E36002568,0
E36002569,25
E36002570,30
E36002571,20
E36002572,15
E36002573,0
E36002574,15
E36002575,10
E36002576,15
E36002577,15
E36002578,0
E36002579,15
E36002580,15
E36002581,55
E36002582,5
E36002583,10
E36002584,10
E36002585,15
E36002586,5
E36002587,15
E36002588,20
E36002589,25
E36002590,20
E36002591,25
E36002592,20
E36002593,20
E36002594,65
E36002595,15
E36002596,30
E36002597,35
E36002598,10
E36002599,10
E36002600,10
E36002601,0
E36002602,0
E36002603,15
E36002604,5
E36002605,5
E36002606,0
E36002607,10
E36002608,5
E36002609,5
E36002610,5
E36002611,0
E36002612,5
E36002613,20
E36002614,35
E36002615,45
E36002616,0
E36002617,0
E36002618,15
E36002619,30
E36002620,5
E36002621,5
E36002622,5
E36002623,0
E36002624,30
E36002625,25
E36002626,5
E36002627,0
E36002628,5
E36002629,5
E36002630,25
E36002631,5
E36002632,10
E36002633,20
E36002634,20
E36002635,20
E36002636,15
E36002637,25
E36002638,130
E36002639,80
E36002640,30
E36002641,155
E36002642,90
E36002643,120
E36002644,90
E36002645,100
E36002646,125
E36002647,20
E36002648,35
E36002649,30
E36002650,5
E36002651,20
E36002652,30
E36002653,30
E36002654,15
E36002655,60
E36002656,45
E36002657,50
E36002658,5
E36002659,5
E36002660,10
E36002661,0
E36002662,5
E36002663,20
E36002664,20
E36002665,10
E36002666,5
E36002667,10
E36002668,0
E36002669,0
E36002670,10
E36002671,5
E36002672,15
E36002673,0
E36002674,10
E36002675,30
E36002676,30
E36002677,55
E36002678,45
E36002679,10
E36002680,20
E36002681,25
E36002682,35
E36002683,20
E36002684,10
E36002685,10
E36002686,5
E36002687,10
E36002688,5
E36002689,15
E36002690,20
E36002691,5
E36002692,5
E36002693,10
E36002694,20
E36002695,20
E36002696,10
E36002697,40
E36002698,25
E36002699,20
E36002700,40
E36002701,15
E36002702,50
E36002703,20
E36002704,20
E36002705,20
E36002706,15
E36002707,15
E36002708,15
E36002709,10
E36002710,10
E36002711,20
E36002712,25
E36002713,5
E36002714,25
E36002715,15
E36002716,25
E36002717,25
E36002718,10
E36002719,50
E36002720,60
E36002721,15
E36002722,35
E36002723,20
E36002724,0
E36002725,15
E36002726,15
E36002727,20
E36002728,60
E36002729,5
E36002730,20
E36002731,40
E36002732,15
E36002733,65
E36002734,5
E36002735,70
E36002736,30
E36002737,5
E36002738,5
E36002739,10
E36002740,10
E36002741,0
E36002742,30
E36002743,45
E36002744,20
E36002745,5
E36002746,50
E36002747,120
E36002748,25
E36002749,5
E36002750,70
E36002751,90
E36002752,50
E36002753,15
E36002754,20
E36002755,20
E36002756,10
E36002757,15
E36002758,5
E36002759,15
E36002760,10
E36002761,15
E36002762,10
E36002763,5
E36002764,5
E36002765,0
E36002766,10
E36002767,15
E36002768,25
E36002769,0
E36002770,0
E36002771,0
E36002772,40
E36002773,35
E36002774,20
E36002775,5
E36002776,15
E36002777,10
E36002778,15
E36002779,5
E36002780,0
E36002781,10
E36002782,15
E36002783,5
E36002784,10
E36002785,15
E36002786,5
E36002787,5
E36002788,25
E36002789,5
E36002790,20
E36002791,20
E36002792,60
E36002793,20
E36002794,30
E36002795,50
E36002796,70
E36002797,70
E36002798,40
E36002799,30
E36002800,45
E36002801,35
E36002802,60
E36002803,10
E36002804,5
E36002805,20
E36002806,5
E36002807,5
E36002808,25
E36002809,20
E36002810,20
E36002811,10
E36002812,10
E36002813,5
E36002814,0
E36002815,20
E36002816,5
E36002817,0
E36002818,10
E36002819,5
E36002820,10
E36002821,5
E36002822,10
E36002823,30
E36002824,10
E36002825,10
E36002826,15
E36002827,5
E36002828,10
E36002829,5
E36002830,5
E36002831,10
E36002832,10
E36002833,10
E36002834,45
E36002835,5
E36002836,0
E36002837,10
E36002838,10
E36002839,5
E36002840,70
E36002841,10
E36002842,0
E36002843,50
E36002844,0
E36002845,25
E36002846,10
E36002847,10
E36002848,75
E36002849,10
E36002850,5
E36002851,15
E36002852,55
E36002853,65
E36002854,15
E36002855,35
E36002856,10
E36002857,15
E36002858,0
E36002859,10
E36002860,15
E36002861,15
E36002862,30
E36002863,105
E36002864,20
E36002865,80
E36002866,15
E36002867,25
E36002868,30
E36002869,60
E36002870,35
E36002871,30
E36002872,0
E36002873,15
E36002874,0
E36002875,0
E36002876,5
E36002877,5
E36002878,0
E36002879,5
E36002880,10
E36002881,10
E36002882,20
E36002883,5
E36002884,0
E36002885,5
E36002886,10
E36002887,10
E36002888,15
E36002889,0
E36002890,5
E36002891,0
E36002892,0
E36002893,5
E36002894,5
E36002895,5
E36002896,5
E36002897,0
E36002898,0
E36002899,0
E36002900,0
E36002901,20
E36002902,5
E36002903,10
E36002904,5
E36002905,5
E36002906,20
E36002907,65
E36002908,10
E36002909,10
E36002910,60
E36002911,5
E36002912,10
E36002913,5
E36002914,40
E36002915,50
E36002916,50
E36002917,35
E36002918,25
E36002919,5
E36002920,15
E36002921,0
E36002922,0
E36002923,0
E36002924,0
E36002925,10
E36002926,10
E36002927,0
E36002928,0
E36002929,25
E36002930,15
E36002931,10
E36002932,10
E36002933,30
E36002934,5
E36002935,10
E36002936,5
E36002937,0
E36002938,0
E36002939,5
E36002940,15
E36002941,0
E36002942,10
E36002943,0
E36002944,0
E36002945,15
E36002946,10
E36002947,0
E36002948,10
E36002949,10
E36002950,10
E36002951,0
E36002952,0
E36002953,15
E36002954,5
E36002955,5
E36002956,5
E36002957,20
E36002958,35
E36002959,20
E36002960,40
E36002961,5
E36002962,0
E36002963,25
E36002964,15
E36002965,45
E36002966,0
E36002967,20
E36002968,30
E36002969,5
E36002970,5
E36002971,10
E36002972,15
E36002973,5
E36002974,5
E36002975,15
E36002976,25
E36002977,55
E36002978,115
E36002979,15
E36002980,20
E36002981,15
E36002982,70
E36002983,20
E36002984,100
E36002985,90
E36002986,30
E36002987,65
E36002988,25
E36002989,40
E36002990,95
E36002991,0
E36002992,10
E36002993,5
E36002994,25
E36002995,10
E36002996,20
E36002997,10
E36002998,10
E36002999,0
E36003000,25
E36003001,5
E36003002,10
E36003003,20
E36003004,5
E36003005,0
E36003006,20
E36003007,0
E36003008,0
E36003009,15
E36003010,5
E36003011,10
E36003012,25
E36003013,10
E36003014,10
E36003015,5
E36003016,5
E36003017,10
E36003018,5
E36003019,15
E36003020,15
E36003021,15
E36003022,5
E36003023,35
E36003024,0
E36003025,25
E36003026,10
E36003027,5
E36003028,30
E36003029,10
E36003030,15
E36003031,10
E36003032,5
E36003033,15
E36003034,0
E36003035,25
E36003036,0
E36003037,5
E36003038,0
E36003039,30
E36003040,20
E36003041,0
E36003042,15
E36003043,5
E36003044,10
E36003045,15
E36003046,20
E36003047,25
E36003048,40
E36003049,45
E36003050,10
E36003051,20
E36003052,0
E36003053,50
E36003054,25
E36003055,20
E36003056,5
E36003057,10
E36003058,65
E36003059,10
E36003060,5
E36003061,0
E36003062,40
E36003063,25
E36003064,25
E36003065,5
E36003066,55
E36003067,5
E36003068,10
E36003069,5
E36003070,5
E36003071,20
E36003072,0
E36003073,0
E36003074,10
E36003075,10
E36003076,5
E36003077,10
E36003078,0
E36003079,10
E36003080,10
E36003081,0
E36003082,0
E36003083,15
E36003084,0
E36003085,0
E36003086,15
E36003087,5
E36003088,0
E36003089,10
E36003090,5
E36003091,0
E36003092,10
E36003093,5
E36003094,10
E36003095,5
E36003096,10
E36003097,10
E36003098,0
E36003099,0
E36003100,0
E36003101,0
E36003102,5
E36003103,0
E36003104,0
E36003105,5
E36003106,10
E36003107,0
E36003108,5
E36003109,5
E36003110,10
E36003111,20
E36003112,15
E36003113,40
E36003114,10
E36003115,10
E36003116,70
E36003117,25
E36003118,55
E36003119,25
E36003120,15
E36003121,25
E36003122,10
E36003123,20
E36003124,0
E36003125,5
E36003126,15
E36003127,10
E36003128,15
E36003129,20
E36003130,15
E36003131,25
E36003132,45
E36003133,10
E36003134,10
E36003135,10
E36003136,25
E36003137,15
E36003138,15
E36003139,10
E36003140,15
E36003141,15
E36003142,10
E36003143,5
E36003144,5
E36003145,10
E36003146,20
E36003147,20
E36003148,25
E36003149,30
E36003150,20
E36003151,30
E36003152,70
E36003153,15
E36003154,10
E36003155,10
E36003156,25
E36003157,10
E36003158,10
E36003159,25
E36003160,40
E36003161,10
E36003162,5
E36003163,5
E36003164,10
E36003165,5
E36003166,5
E36003167,5
E36003168,10
E36003169,0
E36003170,5
E36003171,10
E36003172,5
E36003173,15
E36003174,0
E36003175,5
E36003176,0
E36003177,5
E36003178,5
E36003179,45
E36003180,60
E36003181,25
E36003182,55
E36003183,20
E36003184,15
E36003185,45
E36003186,25
E36003187,20
E36003188,25
E36003189,50
E36003190,60
E36003191,60
E36003192,40
E36003193,5
E36003194,10
E36003195,5
E36003196,15
E36003197,10
E36003198,0
E36003199,15
E36003200,0
E36003201,10
E36003202,15
E36003203,15
E36003204,10
E36003205,15
E36003206,20
E36003207,10
E36003208,0
E36003209,10
E36003210,25
E36003211,0
E36003212,25
E36003213,10
E36003214,5
E36003215,15
E36003216,0
E36003217,25
E36003218,20
E36003219,5
E36003220,10
E36003221,15
E36003222,10
E36003223,30
E36003224,20
E36003225,15
E36003226,15
E36003227,10
E36003228,15
E36003229,15
E36003230,15
E36003231,30
E36003232,5
E36003233,20
E36003234,45
E36003235,20
E36003236,25
E36003237,25
E36003238,15
E36003239,65
E36003240,20
E36003241,10
E36003242,75
E36003243,0
E36003244,0
E36003245,10
E36003246,0
E36003247,5
E36003248,0
E36003249,0
E36003250,5
E36003251,15
E36003252,10
E36003253,0
E36003254,25
E36003255,5
E36003256,15
E36003257,15
E36003258,0
E36003259,10
E36003260,10
E36003261,70
E36003262,5
E36003263,10
E36003264,25
E36003265,15
E36003266,10
E36003267,5
E36003268,10
E36003269,5
E36003270,15
E36003271,0
E36003272,0
E36003273,10
E36003274,0
E36003275,0
E36003276,5
E36003277,0
E36003278,5
E36003279,15
E36003280,25
E36003281,20
E36003282,35
E36003283,25
E36003284,30
E36003285,5
E36003286,10
E36003287,0
E36003288,5
E36003289,5
E36003290,5
E36003291,10
E36003292,35
E36003293,20
E36003294,30
E36003295,30
E36003296,15
E36003297,15
E36003298,30
E36003299,15
E36003300,25
E36003301,40
E36003302,70
E36003303,50
E36003304,30
E36003305,25
E36003306,0
E36003307,25
E36003308,0
E36003309,20
E36003310,0
E36003311,10
E36003312,5
E36003313,15
E36003314,15
E36003315,30
E36003316,30
E36003317,40
E36003318,55
E36003319,30
E36003320,10
E36003321,40
E36003322,15
E36003323,0
E36003324,10
E36003325,0
E36003326,10
E36003327,15
E36003328,30
E36003329,15
E36003330,20
E36003331,15
E36003332,5
E36003333,10
E36003334,0
E36003335,15
E36003336,0
E36003337,5
E36003338,15
E36003339,40
E36003340,5
E36003341,10
E36003342,0
E36003343,5
E36003344,15
E36003345,5
E36003346,5
E36003347,5
E36003348,5
E36003349,0
E36003350,10
E36003351,5
E36003352,5
E36003353,10
E36003354,5
E36003355,15
E36003356,15
E36003357,10
E36003358,0
E36003359,10
E36003360,5
E36003361,25
E36003362,65
E36003363,40
E36003364,25
E36003365,5
E36003366,25
E36003367,15
E36003368,15
E36003369,5
E36003370,15
E36003371,50
E36003372,15
E36003373,15
E36003374,5
E36003375,5
E36003376,10
E36003377,10
E36003378,15
E36003379,0
E36003380,0
E36003381,35
E36003382,10
E36003383,30
E36003384,5
E36003385,15
E36003386,15
E36003387,5
E36003388,5
E36003389,35
E36003390,30
E36003391,40
E36003392,30
E36003393,35
E36003394,5
E36003395,10
E36003396,20
E36003397,5
E36003398,30
E36003399,40
E36003400,10
E36003401,25
