,GEOGRAPHY_CODE,final_total
0,95AA01,15
1,95AA02,15
2,95AA03,10
3,95AA04,0
4,95AA05,10
5,95AA06,20
6,95AA07,10
7,95AA08,10
8,95AA09,25
9,95AA10,10
10,95AA11,25
11,95AA12,5
12,95AA13,15
13,95AA14,10
14,95AA15,10
15,95AA16,5
16,95AA17,10
17,95AA18,5
18,95AA19,5
19,95BB01,5
20,95BB02,15
21,95BB03,30
22,95BB04,5
23,95BB05,10
24,95BB06,30
25,95BB07,15
26,95BB08,20
27,95BB09,10
28,95BB10,10
29,95BB11,20
30,95BB12,30
31,95BB13,35
32,95BB14,5
33,95BB15,10
34,95BB16,5
35,95BB17,15
36,95BB18,15
37,95BB19,15
38,95BB20,30
39,95BB21,20
40,95BB22,40
41,95BB23,10
42,95CC01,10
43,95CC02,10
44,95CC03,30
45,95CC04,10
46,95CC05,10
47,95CC06,10
48,95CC07,20
49,95CC08,10
50,95CC09,10
51,95CC10,5
52,95CC11,20
53,95CC12,10
54,95CC13,0
55,95CC14,15
56,95CC15,5
57,95CC16,10
58,95CC17,0
59,95CC18,10
60,95CC19,10
61,95CC20,5
62,95CC21,15
63,95CC22,10
64,95DD01,5
65,95DD02,10
66,95DD03,15
67,95DD04,35
68,95DD05,15
69,95DD06,5
70,95DD07,15
71,95DD08,15
72,95DD09,5
73,95DD10,20
74,95DD11,25
75,95DD12,0
76,95DD13,10
77,95DD14,5
78,95DD15,5
79,95DD16,5
80,95DD17,15
81,95DD18,15
82,95DD19,10
83,95DD20,20
84,95DD21,10
85,95DD22,5
86,95DD23,0
87,95DD24,10
88,95EE01,0
89,95EE02,10
90,95EE03,20
91,95EE04,5
92,95EE05,10
93,95EE06,0
94,95EE07,20
95,95EE08,5
96,95EE09,10
97,95EE10,5
98,95EE11,5
99,95EE12,15
100,95EE13,5
101,95EE14,10
102,95EE15,5
103,95EE16,10
104,95FF01,10
105,95FF02,10
106,95FF03,15
107,95FF04,5
108,95FF05,15
109,95FF06,5
110,95FF07,10
111,95FF08,10
112,95FF09,5
113,95FF10,10
114,95FF11,5
115,95FF12,10
116,95FF13,5
117,95FF14,0
118,95FF15,10
119,95FF16,5
120,95FF17,10
121,95GG01,25
122,95GG02,45
123,95GG03,20
124,95GG04,55
125,95GG05,30
126,95GG06,20
127,95GG07,55
128,95GG08,40
129,95GG09,20
130,95GG10,35
131,95GG11,30
132,95GG12,70
133,95GG13,10
134,95GG14,10
135,95GG15,15
136,95GG16,15
137,95GG17,15
138,95GG18,60
139,95GG19,50
140,95GG20,30
141,95GG21,60
142,95GG22,35
143,95GG23,0
144,95GG24,10
145,95GG25,40
146,95GG26,35
147,95GG27,55
148,95GG28,40
149,95GG29,45
150,95GG30,15
151,95GG31,45
152,95GG32,30
153,95GG33,5
154,95GG34,20
155,95GG35,30
156,95GG36,20
157,95GG37,20
158,95GG38,25
159,95GG39,70
160,95GG40,55
161,95GG41,10
162,95GG42,15
163,95GG43,25
164,95GG44,65
165,95GG45,15
166,95GG46,55
167,95GG47,40
168,95GG48,70
169,95GG49,45
170,95GG50,40
171,95GG51,55
172,95HH01,10
173,95HH02,10
174,95HH03,5
175,95HH04,10
176,95HH05,25
177,95HH06,15
178,95HH07,20
179,95HH08,5
180,95HH09,10
181,95HH10,10
182,95HH11,20
183,95HH12,5
184,95HH13,20
185,95HH14,15
186,95HH15,10
187,95HH16,10
188,95HH17,5
189,95II01,10
190,95II02,15
191,95II03,10
192,95II04,20
193,95II05,10
194,95II06,5
195,95II07,15
196,95II08,5
197,95II09,0
198,95II10,10
199,95II11,0
200,95II12,0
201,95II13,15
202,95II14,0
203,95II15,5
204,95II16,15
205,95II17,15
206,95II18,15
207,95II19,5
208,95II20,10
209,95II21,15
210,95II22,5
211,95II23,5
212,95JJ01,0
213,95JJ02,20
214,95JJ03,35
215,95JJ04,15
216,95JJ05,25
217,95JJ06,25
218,95JJ07,20
219,95JJ08,10
220,95JJ09,5
221,95JJ10,15
222,95JJ11,15
223,95JJ12,15
224,95JJ13,20
225,95JJ14,10
226,95JJ15,20
227,95JJ16,15
228,95JJ17,0
229,95JJ18,10
230,95JJ19,0
231,95JJ20,15
232,95JJ21,20
233,95JJ22,10
234,95KK01,0
235,95KK02,0
236,95KK03,5
237,95KK04,10
238,95KK05,10
239,95KK06,10
240,95KK07,5
241,95KK08,5
242,95KK09,15
243,95KK10,0
244,95KK11,15
245,95KK12,10
246,95KK13,0
247,95KK14,5
248,95KK15,10
249,95KK16,10
250,95LL01,10
251,95LL02,20
252,95LL03,15
253,95LL04,10
254,95LL05,15
255,95LL06,20
256,95LL07,25
257,95LL08,30
258,95LL09,40
259,95LL10,25
260,95LL11,10
261,95LL12,30
262,95LL13,20
263,95LL14,25
264,95LL15,10
265,95LL16,35
266,95LL17,15
267,95LL18,15
268,95LL19,10
269,95LL20,15
270,95LL21,25
271,95LL22,30
272,95LL23,15
273,95LL24,15
274,95LL25,10
275,95LL26,30
276,95MM01,40
277,95MM02,10
278,95MM03,25
279,95MM04,25
280,95MM05,35
281,95MM06,20
282,95MM07,30
283,95MM08,20
284,95MM09,20
285,95MM10,50
286,95MM11,45
287,95MM12,70
288,95MM13,90
289,95MM14,55
290,95MM15,20
291,95MM16,35
292,95MM17,25
293,95MM18,20
294,95MM19,20
295,95MM20,25
296,95MM21,20
297,95MM22,10
298,95MM23,40
299,95MM24,45
300,95MM25,110
301,95MM26,25
302,95MM27,80
303,95MM28,50
304,95MM29,55
305,95MM30,30
306,95NN01,20
307,95NN02,15
308,95NN03,15
309,95NN04,30
310,95NN05,20
311,95NN06,15
312,95NN07,35
313,95NN08,10
314,95NN09,10
315,95NN10,10
316,95NN11,20
317,95NN12,15
318,95NN13,5
319,95NN14,30
320,95NN15,25
321,95NN16,10
322,95NN17,15
323,95NN18,20
324,95NN19,5
325,95NN20,10
326,95NN21,10
327,95NN22,15
328,95NN23,10
329,95OO01,0
330,95OO02,0
331,95OO03,5
332,95OO04,5
333,95OO05,20
334,95OO06,10
335,95OO07,5
336,95OO08,10
337,95OO09,5
338,95OO10,15
339,95OO11,10
340,95OO12,15
341,95OO13,5
342,95OO14,10
343,95OO15,15
344,95OO16,5
345,95OO17,10
346,95OO18,15
347,95OO19,10
348,95OO20,10
349,95OO21,10
350,95OO22,10
351,95PP01,10
352,95PP02,5
353,95PP03,15
354,95PP04,5
355,95PP05,5
356,95PP06,25
357,95PP07,5
358,95PP08,5
359,95PP09,15
360,95PP10,10
361,95PP11,15
362,95PP12,0
363,95PP13,15
364,95PP14,15
365,95PP15,15
366,95PP16,5
367,95PP17,15
368,95PP18,10
369,95PP19,15
370,95PP20,25
371,95PP21,15
372,95PP22,15
373,95PP23,10
374,95QQ01,15
375,95QQ02,5
376,95QQ03,15
377,95QQ04,15
378,95QQ05,10
379,95QQ06,0
380,95QQ07,25
381,95QQ08,15
382,95QQ09,5
383,95QQ10,10
384,95QQ11,10
385,95QQ12,10
386,95QQ13,0
387,95QQ14,15
388,95QQ15,5
389,95RR01,25
390,95RR02,20
391,95RR03,25
392,95RR04,15
393,95RR05,25
394,95RR06,10
395,95RR07,5
396,95RR08,5
397,95RR09,25
398,95RR10,35
399,95RR11,10
400,95RR12,5
401,95RR13,20
402,95RR14,10
403,95RR15,15
404,95SS01,10
405,95SS02,10
406,95SS03,5
407,95SS04,30
408,95SS05,10
409,95SS06,80
410,95SS07,50
411,95SS08,10
412,95SS09,0
413,95SS10,15
414,95SS11,10
415,95SS12,0
416,95SS13,15
417,95SS14,15
418,95SS15,10
419,95SS16,30
420,95SS17,15
421,95SS18,20
422,95SS19,25
423,95SS20,0
424,95SS21,10
425,95SS22,10
426,95SS23,10
427,95SS24,10
428,95SS25,15
429,95SS26,25
430,95SS27,15
431,95SS28,20
432,95SS29,25
433,95SS30,0
434,95TT01,5
435,95TT02,15
436,95TT03,5
437,95TT04,10
438,95TT05,20
439,95TT06,15
440,95TT07,5
441,95TT08,10
442,95TT09,5
443,95TT10,10
444,95TT11,10
445,95TT12,15
446,95TT13,25
447,95TT14,15
448,95TT15,15
449,95TT16,5
450,95UU01,5
451,95UU02,5
452,95UU03,0
453,95UU04,15
454,95UU05,5
455,95UU06,10
456,95UU07,0
457,95UU08,0
458,95UU09,5
459,95UU10,0
460,95UU11,0
461,95UU12,15
462,95UU13,5
463,95UU14,10
464,95UU15,10
465,95VV01,10
466,95VV02,15
467,95VV03,20
468,95VV04,5
469,95VV05,0
470,95VV06,15
471,95VV07,25
472,95VV08,5
473,95VV09,15
474,95VV10,35
475,95VV11,10
476,95VV12,15
477,95VV13,5
478,95VV14,20
479,95VV15,35
480,95VV16,15
481,95VV17,15
482,95VV18,25
483,95VV19,25
484,95VV20,5
485,95VV21,10
486,95VV22,15
487,95VV23,10
488,95VV24,15
489,95VV25,5
490,95VV26,5
491,95VV27,5
492,95VV28,20
493,95VV29,0
494,95VV30,10
495,95WW01,15
496,95WW02,25
497,95WW03,10
498,95WW04,10
499,95WW05,10
500,95WW06,5
501,95WW07,10
502,95WW08,5
503,95WW09,10
504,95WW10,20
505,95WW11,5
506,95WW12,30
507,95WW13,5
508,95WW14,30
509,95WW15,10
510,95WW16,20
511,95WW17,20
512,95WW18,10
513,95WW19,20
514,95WW20,20
515,95WW21,40
516,95WW22,10
517,95WW23,10
518,95WW24,40
519,95WW25,10
520,95XX01,0
521,95XX02,0
522,95XX03,5
523,95XX04,15
524,95XX05,5
525,95XX06,30
526,95XX07,15
527,95XX08,0
528,95XX09,10
529,95XX10,30
530,95XX11,25
531,95XX12,5
532,95XX13,0
533,95XX14,0
534,95XX15,25
535,95XX16,5
536,95XX17,35
537,95XX18,5
538,95XX19,5
539,95XX20,15
540,95XX21,5
541,95XX22,15
542,95XX23,10
543,95XX24,10
544,95XX25,25
545,95YY01,5
546,95YY02,10
547,95YY03,10
548,95YY04,15
549,95YY05,10
550,95YY06,10
551,95YY07,10
552,95YY08,10
553,95YY09,15
554,95YY10,0
555,95YY11,15
556,95YY12,15
557,95YY13,15
558,95YY14,20
559,95YY15,30
560,95YY16,5
561,95YY17,10
562,95YY18,5
563,95YY19,10
564,95YY20,10
565,95YY21,0
566,95ZZ01,15
567,95ZZ02,15
568,95ZZ03,20
569,95ZZ04,10
570,95ZZ05,10
571,95ZZ06,35
572,95ZZ07,20
573,95ZZ08,20
574,95ZZ09,25
575,95ZZ10,35
576,95ZZ11,10
577,95ZZ12,25
578,95ZZ13,15
579,95ZZ14,20
580,95ZZ15,10
581,95ZZ16,35
582,E36000001,145
583,E36000002,125
584,E36000003,150
585,E36000004,5
586,E36000005,30
587,E36000006,80
588,E36000007,90
589,E36000008,15
590,E36000009,20
591,E36000010,125
592,E36000011,40
593,E36000012,80
594,E36000013,55
595,E36000014,30
596,E36000015,80
597,E36000016,180
598,E36000017,50
599,E36000018,40
600,E36000019,70
601,E36000020,75
602,E36000021,75
603,E36000022,15
604,E36000023,70
605,E36000024,40
606,E36000025,230
607,E36000026,80
608,E36000027,20
609,E36000028,50
610,E36000029,65
611,E36000030,10
612,E36000031,5
613,E36000032,120
614,E36000033,150
615,E36000034,10
616,E36000035,120
617,E36000036,65
618,E36000037,110
619,E36000038,15
620,E36000039,150
621,E36000040,115
622,E36000041,70
623,E36000042,85
624,E36000043,55
625,E36000044,80
626,E36000045,140
627,E36000046,70
628,E36000047,30
629,E36000048,60
630,E36000049,20
631,E36000050,70
632,E36000051,25
633,E36000052,35
634,E36000053,45
635,E36000054,20
636,E36000055,20
637,E36000056,65
638,E36000057,120
639,E36000058,25
640,E36000059,55
641,E36000060,25
642,E36000061,20
643,E36000062,20
644,E36000063,70
645,E36000064,95
646,E36000065,30
647,E36000066,70
648,E36000067,10
649,E36000068,30
650,E36000069,35
651,E36000070,30
652,E36000071,35
653,E36000072,110
654,E36000073,15
655,E36000074,40
656,E36000075,25
657,E36000076,215
658,E36000077,165
659,E36000078,0
660,E36000079,80
661,E36000080,75
